"quest","quest_label","domain","item_no","item_code","item_id","item_text_ar","item_text_en","relevance_score","clarity_score","cultural_fit_score","reviewer_id","comments"
10,"10-month","Problem-solving",3,"cg3","q10_cg3","٣. عندما يمسك طفلك بلعبة بيده، هل يقوم بضربها بلعبة أخرى تكون موجودة على الطاولة أو على الأرض؟","3. When your child holds a toy in his hand, does he hit it with another toy that is on the table or on the floor?",NA,NA,NA,NA,NA
10,"10-month","Problem-solving",4,"cg4","q10_cg4","٤. عندما يكون طفلك ممسكاً بلعبتين صغيرتين في كلتا يديه، هل يصفق إحداهما بالأخرى؟","4. When your child holds two small toys in both hands, does he clap one with the other?",NA,NA,NA,NA,NA
10,"10-month","Problem-solving",5,"cg5","q10_cg5","٥. هل يحاول طفلك أن ينخر بإصبعه لإخراج كسرة خبز -بحجم حبة الفول تقريبًا- من قارورة شفافة كقارورة الماء أو قارورة حليب الطفل؟","5. Is your child trying to poke his finger to remove a piece of bread - about the size of a bean - from a clear bottle such as a water bottle or a baby formula bottle?",NA,NA,NA,NA,NA
10,"10-month","Problem-solving",6,"cg6","q10_cg6","٦. بعد أن يراك طفلك تخبئ لعبة صغيرة تحت ورقة أو قطعة قماش، هل يجد اللعبة إذا طلبت منه البحث عنها؟","6. After your child sees you hiding a small toy under a piece of paper or cloth, will he find the toy if you ask him to look for it?",NA,NA,NA,NA,NA
10,"10-month","Personal-social",1,"ps1","q10_ps1","١. هل يضع طفلك قدمه في فمه عندما يكون مستلقيًا على ظهره؟","1. Does your baby put his foot in his mouth when he's lying on his back?",NA,NA,NA,NA,NA
10,"10-month","Personal-social",2,"ps2","q10_ps2","٢. هل يشرب طفلك الماء، أو العصير، أو أي مشروب آخر من كوب تمسكه أنت؟","2. Does your child drink water, juice, or another beverage from a cup that you hold?",NA,NA,NA,NA,NA
10,"10-month","Personal-social",3,"ps3","q10_ps3","٣. هل يطعم طفلك نفسه قطعة بسكويت أو كعكة؟","3. Does your child feed himself a cookie or cake?",NA,NA,NA,NA,NA
10,"10-month","Personal-social",4,"ps4","q10_ps4","٤. عندما تمد يدك وتطلب من طفلك أن يعطيك لعبته، هل يعطيك إياها حتى وإن لم يفلتها؟","4. When you reach out and ask your child to give you his toy, does he give it to you even if he doesn't let go?",NA,NA,NA,NA,NA
10,"10-month","Personal-social",5,"ps5","q10_ps5","٥. عندما تُلبس طفلك قميصه هل يدفع بذراعه داخل كم القميص حال دخولها فتحة الكم؟","5. When you put your child on his shirt, does he push his arm into the shirt sleeve as soon as it enters the sleeve opening?",NA,NA,NA,NA,NA
10,"10-month","Personal-social",6,"ps6","q10_ps6","٦. عندما تمد يدك وتطلب من طفلك أن يعطيك لعبته، هل يفلتها في يديك؟","6. When you reach out and ask your child to give you his toy, does he release it into your hands?",NA,NA,NA,NA,NA
12,"12-month","Communication",1,"c1","q12_c1","١. هل يطلق طفلك صوتين متشابهين كالأصوات الآتية: ”دا دا“، أو ”با با“، أو ”غا غا“ ؟","1. Does your child make two similar sounds, such as “da-da,” “ba-ba,” or “ga-ga”?",NA,NA,NA,NA,NA
12,"12-month","Communication",2,"c2","q12_c2","٢. هل يلعب طفلك واحدة على الأقل من ألعاب الأطفال الشائعة إذا طلبت منه ذلك، مثل: أن يلوح بيده ”باي باي“، أو ”لعبة تغطية الوجه ثم كشفه“، أو ”التصفيق باليد“؟","2. Would your child play at least one of the common children's games if you asked him to do so, such as the “bye bye” wave, the “cover and reveal face game,” or the “hand clap”?",NA,NA,NA,NA,NA
12,"12-month","Communication",3,"c3","q12_c3","٣. هل يتبع طفلك أمرًا بسيطًا واحدًا دون أن تستخدم معه التلميح أو الإشارة باليد؟ كأن تقول ”تعال هنا“، أو ”اعطني“، أو ”أعده مكانه“؟","3. Does your child follow one simple command without a hint or hand signal? Like saying “Come here,” or “Give it to me,” or “Put it back in its place”?",NA,NA,NA,NA,NA
12,"12-month","Communication",4,"c4","q12_c4","٤. هل يقول طفلك ثلاث كلمات مثل: ”ماما“، و”بابا“، و”دادا“؟","4. Does your child say three words such as: “mama,” “dada,” and “dada”?",NA,NA,NA,NA,NA
12,"12-month","Communication",5,"c5","q12_c5","٥. عندما تسأل طفلك ”أين الكرة (أو القبعة، أو الحذاء.. إلخ)“؟ هل ينظر إلى الشيء المطلوب؟","5. When you ask your child “Where is the ball (or hat, shoe, etc.)?”? Does he look at the desired thing?",NA,NA,NA,NA,NA
12,"12-month","Communication",6,"c6","q12_c6","٦. إذا أراد طفلك شيئًا ما، فهل يخبرك عنه من خلال الإشارة إليه؟","6. If your child wants something, does he tell you about it by pointing to it?",NA,NA,NA,NA,NA
12,"12-month","Gross motor",1,"gm1","q12_gm1","١. بعدما يكون طفلك واقفًا ومستندًا على قطعة أثاث، هل ينحني إلى الأسفل ليلتقط لعبة من الأرض ثم يعود إلى وضعية الوقوف؟","1. After your child is standing and leaning on a piece of furniture, does he bend down to pick up a toy from the floor and then return to a standing position?",NA,NA,NA,NA,NA
12,"12-month","Gross motor",2,"gm2","q12_gm2","٢. عندما يكون طفلك واقفًا ومستندًا إلى قطعة أثاث، هل يمكنه الانحناء بجسده إلى الأسفل دون أن يقع أو ينزلق؟","2. When your child is standing and leaning against a piece of furniture, can he bend down without falling or slipping?",NA,NA,NA,NA,NA
12,"12-month","Gross motor",3,"gm3","q12_gm3","٣. هل يمشي طفلك وهو يستند بيد واحدة إلى قطعة أثاث قريبة منه؟","3. Does your child walk with one hand on a nearby piece of furniture?",NA,NA,NA,NA,NA
12,"12-month","Gross motor",4,"gm4","q12_gm4","٤. عندما تمسك كلتا يدي طفلك لمساعدته على الوقوف على قدميه بتوازن، هل يخطو بضع خطوات دون أن يتعثر أو يقع؟","4. When you hold both of your child's hands to help him stand on his feet with balance, does he take a few steps without tripping or falling?",NA,NA,NA,NA,NA
12,"12-month","Gross motor",5,"gm5","q12_gm5","٥. هل يمشي طفلك بضع خطوات إلى الأمام إذا كنت تمسك بيد واحدة لمساعدته على التوازن؟","5. Does your child walk a few steps forward if you hold on with one hand to help him balance?",NA,NA,NA,NA,NA
12,"12-month","Gross motor",6,"gm6","q12_gm6","٦. هل يقف طفلك بمفرده ويمشي بضع خطوات إلى الأمام؟","6. Does your child stand on his own and walk a few steps forward?",NA,NA,NA,NA,NA
12,"12-month","Fine motor",1,"fm1","q12_fm1","١. بعد محاولة أو اثنتين، هل يلتقط طفلك خيطًا مستخدمًا السبابة والإبهام معًا؟","1. After one or two attempts, does your child pick up a string using both his index finger and thumb?",NA,NA,NA,NA,NA
12,"12-month","Fine motor",2,"fm2","q12_fm2","٢. هل يلتقط طفلك كسرة خبز مستخدمًا رؤوس أصابعه؟","2. Does your child pick up a piece of bread using his or her fingertips?",NA,NA,NA,NA,NA
12,"12-month","Fine motor",3,"fm3","q12_fm3","٣. هل يضع طفلك لعبة صغيرة على الأرض دون أن تسقط منه، ومن ثم يُبعد يده عنها؟","3. Does your child place a small toy on the floor without it falling, and then move his hand away from it?",NA,NA,NA,NA,NA
12,"12-month","Fine motor",4,"fm4","q12_fm4","٤. هل يلتقط طفلك كسرة خبز مستخدمًا رؤوس أصابعه، دون أن يسند يده أو ذراعه على الطاولة؟","4. Does your child pick up a piece of bread using his tiptoes, without resting his hand or arm on the table?",NA,NA,NA,NA,NA
12,"12-month","Fine motor",5,"fm5","q12_fm5","٥. هل يرمي طفلك كرة صغيرة بتحريك ذراعه إلى الأمام؟","5. Does your child throw a small ball by moving his arm forward?",NA,NA,NA,NA,NA
12,"12-month","Fine motor",6,"fm6","q12_fm6","٦. هل يساعدك طفلك في تقليب صفحات كتاب؟","6. Does your child help you turn the pages of a book?",NA,NA,NA,NA,NA
12,"12-month","Problem-solving",1,"cg1","q12_cg1","١. عندما يكون طفلك ممسكاً بلعبتين صغيرتين في كلتا يديه، هل يصفق إحداهما بالأخرى؟","1. When your child holds two small toys in both hands, does he clap one with the other?",NA,NA,NA,NA,NA
12,"12-month","Problem-solving",2,"cg2","q12_cg2","٢. هل يحاول طفلك أن ينخر بإصبعه لإخراج كسرة خبز -بحجم حبة الفول تقريبًا- من قارورة شفافة كقارورة الماء أو قارورة حليب الطفل؟","2. Is your child trying to poke his finger to remove a piece of bread - about the size of a bean - from a clear bottle such as a water bottle or a baby formula bottle?",NA,NA,NA,NA,NA
12,"12-month","Problem-solving",3,"cg3","q12_cg3","٣. بعد أن يراك طفلك تخبئ لعبة صغيرة تحت ورقة أو قطعة قماش، هل يجد اللعبة إذا طلبت منه البحث عنها؟","3. After your child sees you hiding a small toy under a piece of paper or cloth, will he find the toy if you ask him to look for it?",NA,NA,NA,NA,NA
12,"12-month","Problem-solving",4,"cg4","q12_cg4","٤. إذا وضعت لعبة صغيرة في وعاء أو صندوق، هل يقلدك طفلك بوضع لعبة، حتى إن لم يفلتها ويتركها تقع؟","4. If you put a small toy in a bowl or box, does your child imitate you by putting the toy away, even if he doesn't release it and let it fall?",NA,NA,NA,NA,NA
12,"12-month","Problem-solving",5,"cg5","q12_cg5","٥. هل يُسقط طفلك لعبتين الواحدة تلو الأخرى في وعاء أو صندوق؟","5. Does your child drop two toys one after the other into a bowl or box?",NA,NA,NA,NA,NA
12,"12-month","Problem-solving",6,"cg6","q12_cg6","٦. عندما تخربش على ورقة بقلم تلوين أو قلم رصاص أو حبر، هل يقلد طفلك خربشتك؟","6. When you scribble on a sheet of paper with crayon, pencil, or ink, does your child imitate your scribbling?",NA,NA,NA,NA,NA
12,"12-month","Personal-social",1,"ps1","q12_ps1","١. عندما تمد يدك وتطلب من طفلك أن يعطيك لعبته، هل يعطيك إياها حتى وإن لم يفلتها؟","1. When you reach out and ask your child to give you his toy, does he give it to you even if he doesn't let go?",NA,NA,NA,NA,NA
12,"12-month","Personal-social",2,"ps2","q12_ps2","٢. عندما تُلبس طفلك قميصه هل يدفع بذراعه داخل كم القميص حال دخولها فتحة الكم؟","2. When you put your child on his shirt, does he push his arm into the shirt sleeve as soon as it enters the sleeve opening?",NA,NA,NA,NA,NA
12,"12-month","Personal-social",3,"ps3","q12_ps3","٣. عندما تمد يدك وتطلب من طفلك أن يعطيك لعبته، هل يفلتها في يديك؟","3. When you reach out and ask your child to give you his toy, does he release it into your hands?",NA,NA,NA,NA,NA
12,"12-month","Personal-social",4,"ps4","q12_ps4","٤. عندما تُلبس طفلك هل يرفع قدمه لارتداء الحذاء، أو الجورب، أو البنطلون؟","4. When you dress your child, does he lift his foot to put on shoes, socks, or pants?",NA,NA,NA,NA,NA
12,"12-month","Personal-social",5,"ps5","q12_ps5","٥. هل يمرر طفلك الكرة أو يرميها إليك لترميها إليك مرة أخرى؟","5. Does your child pass the ball or throw it to you so you can throw it back?",NA,NA,NA,NA,NA
12,"12-month","Personal-social",6,"ps6","q12_ps6","٦. هل يحضن طفلك دميته أو لعبته أثناء اللعب؟","6. Does your child hug his doll or toy while playing?",NA,NA,NA,NA,NA
14,"14-month","Communication",1,"c1","q14_c1","١. هل يقول طفلك ثلاث كلمات مثل: ”ماما“، و“بابا“، و“دادا“؟","1. Does your child say three words such as: “mama,” “dada,” and “dada”?",NA,NA,NA,NA,NA
14,"14-month","Communication",2,"c2","q14_c2","٢. إذا أراد طفلك شيئًا ما، فهل يخبرك عنه من خلال الإشارة إليه؟","2. If your child wants something, does he tell you about it by pointing to it?",NA,NA,NA,NA,NA
14,"14-month","Communication",3,"c3","q14_c3","٣. هل يحرك طفلك رأسه عندما يريد أن يقول: ”نعم“ أو ”لا“؟","3. Does your child move his head when he wants to say “yes” or “no”?",NA,NA,NA,NA,NA
14,"14-month","Communication",4,"c4","q14_c4","٤. هل يشير طفلك، أو يحاول لمس أو التقاط صورة من كتاب ما؟","4. Does your child point, touch or take a picture from a book?",NA,NA,NA,NA,NA
14,"14-month","Communication",5,"c5","q14_c5","٥. هل يقول طفلك أربع كلمات أو أكثر بالإضافة إلى كلمتي ”ماما“ و ”بابا“؟","5. Does your child say four or more words in addition to “mama” and “dada”?",NA,NA,NA,NA,NA
14,"14-month","Communication",6,"c6","q14_c6","٦. عندما تسأل طفلك عن شيء مألوف له، هل يذهب إلى الغرفة الأخرى ليبحث عنه؟","6. When you ask your child about something familiar, does he go into the other room to look for it?",NA,NA,NA,NA,NA
14,"14-month","Gross motor",1,"gm1","q14_gm1","١. عندما تمسك كلتا يدي طفلك لمساعدته على الوقوف على قدميه بتوازن، هل يخطو بضع خطوات دون أن يتعثر أو يقع؟","1. When you hold both of your child's hands to help him stand on his feet with balance, does he take a few steps without tripping or falling?",NA,NA,NA,NA,NA
14,"14-month","Gross motor",2,"gm2","q14_gm2","٢. هل يمشي طفلك بضع خطوات إلى الأمام إذا كنت تمسك بيد واحدة لمساعدته على التوازن؟","2. Does your child walk a few steps forward if you hold on with one hand to help him balance?",NA,NA,NA,NA,NA
14,"14-month","Gross motor",3,"gm3","q14_gm3","٣. هل يقف طفلك بمفرده ويمشي بضع خطوات إلى الأمام؟","3. Does your child stand on his own and walk a few steps forward?",NA,NA,NA,NA,NA
14,"14-month","Gross motor",4,"gm4","q14_gm4","٤. هل يصعد طفلك فوق قطعة من الأثاث، أو أي قطعة صلبة كبيرة الحجم؟","4. Does your child climb on a piece of furniture, or any large, hard object?",NA,NA,NA,NA,NA
14,"14-month","Gross motor",5,"gm5","q14_gm5","٥. هل يميل طفلك بنفسه إلى الأسفل ليلتقط شيئًا من الأرض، ثم يقف مرة ثانية على قدميه دون الحاجة إلى المساعدة؟","5. Does your child bend down by himself to pick something up from the floor, then get back up on his feet without needing help?",NA,NA,NA,NA,NA
14,"14-month","Gross motor",6,"gm6","q14_gm6","٦. هل يتنقل طفلك ماشيًا بدلً من أن يحبو على يديه وركبتيه؟","6. Does your baby walk instead of crawling on his hands and knees?",NA,NA,NA,NA,NA
14,"14-month","Fine motor",1,"fm1","q14_fm1","١. هل يلتقط طفلك كسرة خبز مستخدمًا رؤوس أصابعه، دون أن يسند يده أو ذراعه على الطاولة؟","1. Does your child pick up a piece of bread using his tiptoes, without resting his hand or arm on the table?",NA,NA,NA,NA,NA
14,"14-month","Fine motor",2,"fm2","q14_fm2","٢. هل يرمي طفلك كرة صغيرة بتحريك ذراعه إلى الأمام؟","2. Does your child throw a small ball by moving his arm forward?",NA,NA,NA,NA,NA
14,"14-month","Fine motor",3,"fm3","q14_fm3","٣. هل يساعدك طفلك في تقليب صفحات كتاب؟","3. Does your child help you turn the pages of a book?",NA,NA,NA,NA,NA
14,"14-month","Fine motor",4,"fm4","q14_fm4","٤. هل يضع طفلك لعبة صغيرة فوق الأخرى أو مكعبًا فوق الآخر؟","4. Does your child place one small toy on top of another or a cube on top of another?",NA,NA,NA,NA,NA
14,"14-month","Fine motor",5,"fm5","q14_fm5","٥. هل يضع طفلك علامة على الورقة باستخدام رأس قلم تلوين أو قلم رصاص أو حبر؟","5. Does your child make marks on paper with the tip of a crayon, pencil, or ink?",NA,NA,NA,NA,NA
14,"14-month","Fine motor",6,"fm6","q14_fm6","٦. هل يضع طفلك ثلاث ألعاب أو مكعبات صغيرة فوق بعضها؟","6. Does your child place three toys or small cubes on top of each other?",NA,NA,NA,NA,NA
14,"14-month","Problem-solving",1,"cg1","q14_cg1","١. إذا وضعت لعبة صغيرة في وعاء أو صندوق، هل يقلدك طفلك بوضع لعبة، حتى إن لم يفلتها ويتركها تقع؟","1. If you put a small toy in a bowl or box, does your child imitate you by putting the toy away, even if he doesn't release it and let it fall?",NA,NA,NA,NA,NA
14,"14-month","Problem-solving",2,"cg2","q14_cg2","٢. هل يُسقط طفلك لعبتين الواحدة تلو الأخرى في وعاء أو صندوق؟","2. Does your child drop two toys one after the other into a bowl or box?",NA,NA,NA,NA,NA
14,"14-month","Problem-solving",3,"cg3","q14_cg3","٣. عندما تخربش على ورقة بقلم تلوين أو قلم رصاص أو حبر، هل يقلد طفلك خربشتك؟","3. When you scribble on a sheet of paper with crayon, pencil, or ink, does your child imitate your scribbling?",NA,NA,NA,NA,NA
14,"14-month","Problem-solving",4,"cg4","q14_cg4","٤. هل يستطيع طفلك أن يُسقط كسرة خبز -بحجم حبة الفول تقريبًا- في قارورة شفافة كقارورة الماء أو قارورة حليب الطفل؟","4. Can your child drop a piece of bread, about the size of a bean, into a clear bottle such as a water bottle or baby formula bottle?",NA,NA,NA,NA,NA
14,"14-month","Problem-solving",5,"cg5","q14_cg5","٥. هل يُسقط طفلك مجموعة ألعاب صغيرة الواحدة تلو الأخرى في وعاء أو صندوق؟","5. Does your child drop small toys one by one into a bowl or box?",NA,NA,NA,NA,NA
14,"14-month","Problem-solving",6,"cg6","q14_cg6","٦. هل يحاول طفلك الوصول إلى لعبة صغيرة بعيدة عن متناول يديه مستخدمًا ملعقة أوعصا أو أي أداة أخرى، بعد أن تريه كيف يفعل ذلك؟","6. Does your child try to reach a small toy out of reach using a spoon, stick, or other tool after you show him how to do it?",NA,NA,NA,NA,NA
14,"14-month","Personal-social",1,"ps1","q14_ps1","١. عندما تُلبس طفلك هل يرفع قدمه لارتداء الحذاء، أو الجورب، أو البنطلون؟","1. When you dress your child, does he lift his foot to put on shoes, socks, or pants?",NA,NA,NA,NA,NA
14,"14-month","Personal-social",2,"ps2","q14_ps2","٢. هل يمرر طفلك الكرة أو يرميها إليك لترميها إليك مرة أخرى؟","2. Does your child pass the ball or throw it to you so you can throw it back?",NA,NA,NA,NA,NA
14,"14-month","Personal-social",3,"ps3","q14_ps3","٣. هل يحضن طفلك دميته أو لعبته أثناء اللعب؟","3. Does your child hug his doll or toy while playing?",NA,NA,NA,NA,NA
14,"14-month","Personal-social",4,"ps4","q14_ps4","٤. هل يتناول طفلك الطعام باستخدام الملعقة حتى لو كان بعض الطعام يسقط من ملعقته؟","4. Does your child eat with a spoon even if some of the food falls off his spoon?",NA,NA,NA,NA,NA
14,"14-month","Personal-social",5,"ps5","q14_ps5","٥. هل يساعدك طفلك بنزع ملابسه كالجورب، أو القبعة، أو الحذاء، أو قفازات اليد؟","5. Does your child help you remove clothing such as socks, hat, shoes, or gloves?",NA,NA,NA,NA,NA
14,"14-month","Personal-social",6,"ps6","q14_ps6","٦. هل يحاول طفلك جذب انتباهك أو لفت نظرك إلى شيء ما بسحب يدك أو ملابسك؟","6. Is your child trying to get your attention or draw your attention to something by pulling your hand or clothing?",NA,NA,NA,NA,NA
16,"16-month","Communication",1,"c1","q16_c1","١. هل يشير طفلك، أو يحاول لمس أو التقاط صورة من كتاب ما؟","1. Does your child point, touch or take a picture from a book?",NA,NA,NA,NA,NA
16,"16-month","Communication",2,"c2","q16_c2","٢. هل يقول طفلك أربع كلمات أو أكثر بالإضافة إلى كلمتي ”ماما“ و ”بابا“؟","2. Does your child say four or more words in addition to “mama” and “dada”?",NA,NA,NA,NA,NA
16,"16-month","Communication",3,"c3","q16_c3","٣. إذا أراد طفلك شيئًا ما، فهل يخبرك عنه من خلال الإشارة إليه؟","3. If your child wants something, does he tell you about it by pointing to it?",NA,NA,NA,NA,NA
16,"16-month","Communication",4,"c4","q16_c4","٤. عندما تسأل طفلك عن شيء مألوف له، هل يذهب إلى الغرفة الأخرى ليبحث عنه؟","4. When you ask your child about something familiar, does he go into the other room to look for it?",NA,NA,NA,NA,NA
16,"16-month","Communication",5,"c5","q16_c5","٥. هل يردد طفلك جملة مكونة من كلمتين بعد أن تقال له؟ كأن تقول له:” ماما تأكل“، أو ”بابا يلعب“، أو ”اذهب إلى البيت“؟","5. Does your child repeat a two-word sentence after it is said to him? Like saying to him: “Mommy is eating,” or “Daddy is playing,” or “Go home”?",NA,NA,NA,NA,NA
16,"16-month","Communication",6,"c6","q16_c6","٦. هل يقول طفلك ثمان كلمات أو أكثر بالإضافة إلى كلمتي ”ماما“ و ”بابا“؟","6. Does your child say eight or more words in addition to “mama” and “dada”?",NA,NA,NA,NA,NA
16,"16-month","Gross motor",1,"gm1","q16_gm1","١. هل يقف طفلك بمفرده ويمشي بضع خطوات إلى الأمام؟","1. Does your child stand on his own and walk a few steps forward?",NA,NA,NA,NA,NA
16,"16-month","Gross motor",2,"gm2","q16_gm2","٢. هل يصعد طفلك فوق قطعة من الأثاث، أو أي قطعة صلبة كبيرة الحجم؟","2. Does your child climb on a piece of furniture, or any large, hard object?",NA,NA,NA,NA,NA
16,"16-month","Gross motor",3,"gm3","q16_gm3","٣. هل يميل طفلك بنفسه إلى الأسفل ليلتقط شيئًا من الأرض، ثم يقف مرة ثانية على قدميه دون الحاجة إلى المساعدة؟","3. Does your child bend down by himself to pick something up from the floor, then get back up on his feet without needing help?",NA,NA,NA,NA,NA
16,"16-month","Gross motor",4,"gm4","q16_gm4","٤. هل يتنقل طفلك ماشيًا بدلً من أن يحبو على يديه وركبتيه؟","4. Does your baby walk instead of crawling on his hands and knees?",NA,NA,NA,NA,NA
16,"16-month","Gross motor",5,"gm5","q16_gm5","٥. هل يمشي طفلك جيدًا ونادرًا ما يقع على الأرض؟","5. Does your child walk well and rarely fall over?",NA,NA,NA,NA,NA
16,"16-month","Gross motor",6,"gm6","q16_gm6","٦. هل يصعد طفلك فوق كرسي أو غيره للوصول إلى ما يريد؟","6. Does your child climb on a chair or other object to reach what he wants?",NA,NA,NA,NA,NA
16,"16-month","Fine motor",1,"fm1","q16_fm1","١. هل يساعدك طفلك في تقليب صفحات كتاب؟","1. Does your child help you turn the pages of a book?",NA,NA,NA,NA,NA
16,"16-month","Fine motor",2,"fm2","q16_fm2","٢. هل يرمي طفلك كرة صغيرة بتحريك ذراعه إلى الأمام؟","2. Does your child throw a small ball by moving his arm forward?",NA,NA,NA,NA,NA
16,"16-month","Fine motor",3,"fm3","q16_fm3","٣. هل يضع طفلك لعبة صغيرة فوق الأخرى أو مكعبًا فوق الآخر؟","3. Does your child place one small toy on top of another or a cube on top of another?",NA,NA,NA,NA,NA
16,"16-month","Fine motor",4,"fm4","q16_fm4","٤. هل يضع طفلك ثلاث ألعاب أو مكعبات صغيرة فوق بعضها؟","4. Does your child place three toys or small cubes on top of each other?",NA,NA,NA,NA,NA
16,"16-month","Fine motor",5,"fm5","q16_fm5","٥. هل يضع طفلك علامة على الورقة باستخدام رأس قلم تلوين أو قلم رصاص أو حبر؟","5. Does your child make marks on paper with the tip of a crayon, pencil, or ink?",NA,NA,NA,NA,NA
16,"16-month","Fine motor",6,"fm6","q16_fm6","٦. هل يقلب طفلك صفحات كتاب بمفرده؟","6. Does your child turn the pages of a book on his own?",NA,NA,NA,NA,NA
16,"16-month","Problem-solving",1,"cg1","q16_cg1","١. عندما تخربش على ورقة بقلم تلوين أو قلم رصاص أو حبر، هل يقلد طفلك خربشتك؟","1. When you scribble on a sheet of paper with crayon, pencil, or ink, does your child imitate your scribbling?",NA,NA,NA,NA,NA
16,"16-month","Problem-solving",2,"cg2","q16_cg2","٢. هل يستطيع طفلك أن يُسقط كسرة خبز -بحجم حبة الفول تقريبًا- في قارورة شفافة كقارورة الماء أو قارورة حليب الطفل؟","2. Can your child drop a piece of bread, about the size of a bean, into a clear bottle such as a water bottle or baby formula bottle?",NA,NA,NA,NA,NA
16,"16-month","Problem-solving",3,"cg3","q16_cg3","٣. هل يُسقط طفلك مجموعة ألعاب صغيرة الواحدة تلو الأخرى في وعاء أو صندوق؟","3. Does your child drop small toys one by one into a bowl or box?",NA,NA,NA,NA,NA
16,"16-month","Problem-solving",4,"cg4","q16_cg4","٤. هل يحاول طفلك الوصول إلى لعبة صغيرة بعيدة عن متناول يديه مستخدمًا ملعقة أوعصا أو أي أداة أخرى، بعد أن تريه كيف يفعل ذلك؟","4. Does your child try to reach a small toy out of reach using a spoon, stick, or other tool after you show him how to do it?",NA,NA,NA,NA,NA
16,"16-month","Problem-solving",5,"cg5","q16_cg5","٥. هل يخربش طفلك على الورقة ذهابًا وإيابًا عندما تقوم بإعطائه قلم تلوين أو قلم رصاص أو حبر، من دون أن تريه كيف يفعل ذلك؟","5. Does your child scribble back and forth on the paper when you give him a crayon, pencil or ink, without you showing him how to do it?",NA,NA,NA,NA,NA
16,"16-month","Problem-solving",6,"cg6","q16_cg6","٦. هل يقلب طفلك قارورة شفافة ليستخرج منها كسرة خبز وقعت فيها - بحجم حبة الفول تقريبًا؟","6. Does your child turn over a clear bottle to extract a piece of bread that has fallen into it - about the size of a bean?",NA,NA,NA,NA,NA
16,"16-month","Personal-social",1,"ps1","q16_ps1","١. هل يتناول طفلك الطعام باستخدام الملعقة حتى لو كان بعض الطعام يسقط من ملعقته؟","1. Does your child eat with a spoon even if some of the food falls off his spoon?",NA,NA,NA,NA,NA
16,"16-month","Personal-social",2,"ps2","q16_ps2","٢. هل يساعدك طفلك بنزع ملابسه كالجورب، أو القبعة، أو الحذاء، أو قفازات اليد؟","2. Does your child help you remove clothing such as socks, hat, shoes, or gloves?",NA,NA,NA,NA,NA
16,"16-month","Personal-social",3,"ps3","q16_ps3","٣. هل يحضن طفلك دميته أو لعبته أثناء اللعب؟","3. Does your child hug his doll or toy while playing?",NA,NA,NA,NA,NA
16,"16-month","Personal-social",4,"ps4","q16_ps4","٤. بينما ينظر طفلك إلى المرآة، هل يحاول أن يناول اللعبة التي بين يديه لانعكاس صورته في المرآة؟","4. While your child looks in the mirror, does he try to pass the toy in his hands to his reflection in the mirror?",NA,NA,NA,NA,NA
16,"16-month","Personal-social",5,"ps5","q16_ps5","٥. هل يحاول طفلك جذب انتباهك أو لفت نظرك إلى شيء ما بسحب يدك أو ملابسك؟","5. Is your child trying to get your attention or draw your attention to something by pulling your hand or clothing?",NA,NA,NA,NA,NA
16,"16-month","Personal-social",6,"ps6","q16_ps6","٦. هل يأتي طفلك إليك عندما يحتاج مساعدتك في فتح غطاء علبة مثلً أو تشغيل لعبة؟","6. Does your child come to you when he needs your help opening the lid of a can or playing a game?",NA,NA,NA,NA,NA
18,"18-month","Communication",1,"c1","q18_c1","١. إذا أراد طفلك شيئًا ما، فهل يخبرك عنه من خلال الإشارة إليه؟","1. If your child wants something, does he tell you about it by pointing to it?",NA,NA,NA,NA,NA
18,"18-month","Communication",2,"c2","q18_c2","٢. عندما تسأل طفلك عن شيء مألوف له، هل يذهب إلى الغرفة الأخرى ليبحث عنه؟","2. When you ask your child about something familiar, does he go into the other room to look for it?",NA,NA,NA,NA,NA
18,"18-month","Communication",3,"c3","q18_c3","٣. هل يقول طفلك ثمان كلمات أو أكثر بالإضافة إلى كلمتي “ماما” و “بابا”؟","3. Does your child say eight or more words in addition to “mama” and “dada”?",NA,NA,NA,NA,NA
18,"18-month","Communication",4,"c4","q18_c4","٤. هل يردد طفلك جملة مكونة من كلمتين بعد أن تقال له؟ كأن تقول له:“ ماما تأكل”، أو “بابا يلعب”، أو “اذهب إلى البيت”؟","4. Does your child repeat a two-word sentence after it is said to him? Like saying to him: “Mommy is eating,” or “Daddy is playing,” or “Go home”?",NA,NA,NA,NA,NA
18,"18-month","Communication",5,"c5","q18_c5","٥. هل يشير طفلك إلى الصورة الصحيحة عندما تقول له مثلً: “أرني القطة”، أوتسأله: “أين الكلب؟” دون أن تساعده؟","5. Does your child point to the correct picture when you say, for example, “Show me the cat,” or ask, “Where is the dog?” Without helping him?",NA,NA,NA,NA,NA
18,"18-month","Communication",6,"c6","q18_c6","٦. هل يركب طفلك ما بين كلمتين إلى ثلاث كلمات مختلفة في جملة لتعبر عن فكرة ما؟ كأن يقول “شاهد الكلب”، أو “أمي عودي للمنزل”، أو “القطة رحلت”.","6. Does your child combine two to three different words in a sentence to express an idea? He would say, “See the dog,” or “Mom, come home,” or “The cat is gone.”",NA,NA,NA,NA,NA
18,"18-month","Gross motor",1,"gm1","q18_gm1","١.٦ اكتب جملة طفلك بالفراغ التالي:","1.6 Write your child’s sentence in the following space:",NA,NA,NA,NA,NA
